Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0.052732836,0.10549348,0.158281946,0.211098249,0.263942403,0.316814424,0.369714325,0.422642122,0.47559783,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.693604474,0.85889838,1.024463624,1.190300653,1.356409912,1.522791848,1.689446909,1.856375543,2.023578199,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.25883175,2.64941776,2.979019003,3.124466922,3.252649469,3.748971696,3.980865679,3.872595709,4.439246006,4.783413865,5.246081102,5.18294397,5.452219379,5.565419611,5.942620687,5.803598158,5.896771409,6.171193783,6.072579466,6.379524593,6.091053032,5.970735183,5.683792546,5.114074037,3.941850632,3.572485165,3.495863637,3.650544342,3.406344754,2.569728492,2.122902186,1.251210556,0.658360465,1.344739754,1.885939089,2.379931777,2.313464899,2.335703166,2.297385318,2.563539892,2.708600146,3.548693827,4.000254284,3.701994455,3.955099636,3.457150841,3.30441012,3.01056609,2.976327833,2.957435222,2.957365854,2.561705547,2.297259057,2.090926401,1.960087989,1.51762835,1.101646646,0.670044472,0.234211248,-0.027128504,-0.317591074
Qatar,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.079318441,0.135071237,0.190855093,0.246670025,0.30251605,0.358393187,0.414301452,0.470240863,0.526211437,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,1.901602689,3.238299309,4.592530078,5.964525,7.354517096,8.762742447,10.18944023,11.63485275,13.0992255,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,14.58280719,13.04051503,11.61934377,10.24377685,8.507772833,6.91339267,5.711756722,2.990036814,1.954286301,0.475610288,-1.737360324,-1.949073324,-3.346668565,-4.428203254,-4.797389008,-5.636443348,-6.152169725,-5.454623501,-5.840515611,-5.677796211,-4.95545814,-5.114603477,-3.173032186,-2.455793184,-1.829485909,-0.774829543,-0.23182045,2.620964014,3.513499647,3.51809725,4.074073983,4.272579968,3.687910153,3.734958879,5.158153454,5.281746507,5.814102136,3.419354982,2.547555843,2.360117188,3.128312188,4.180515145
Reunion,0,0,0,0,0,0,0,0,0,0,0,0.04679229,0.093606476,0.140442566,0.187300573,0.234180505,0.281082374,0.328006189,0.374951961,0.4219197,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.667174143,0.865830124,1.064878131,1.264318939,1.464153322,1.664382057,1.865005922,2.066025697,2.267442163,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.469256103,2.497162642,2.280213888,2.112580495,2.088403031,1.733052288,1.519326555,1.226711663,0.960633795,0.990474112,1.191209459,1.134610702,1.558860168,1.897847901,2.160761791,2.975260584,3.292114532,3.799658233,4.278556451,4.699967743,4.454564808,4.262190889,4.7495318,4.227496105,4.192969143,3.145590701,1.485491864,0.718929117,0.93937904,0.64017427,0.627272111,0.736923611,0.426688749,0.889556123,0.36919953,0.632154801,1.868402275,2.072522884,1.787603774,1.495831558,2.038449107,2.306673785,1.48077682,0.900455447,0.775181244,0.641252347,1.02491876,1.362544281,0.920916477,0.861968586,0.172168028,-0.18378312,0.346776175,0.882891985,1.486325295,2.094509521,2.189680648,2.364053026,,,,
Romania,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.22893,0.354158512,0.479543487,0.605085121,0.730783611,0.856639151,0.982651938,1.108822168,1.235150039,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.361635747,1.372239902,1.382845167,1.393451541,1.404059024,1.414667618,1.425277321,1.435888134,1.446500057,1.45711309,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.467727234,1.448923304,1.430122858,1.411325897,1.392532419,1.373742424,1.354955911,1.33617288,1.317393329,1.298617259,1.279844668,1.312804487,1.345775033,1.378756309,1.411748318,1.444751064,1.477764549,1.510788779,1.543823755,1.576869483,1.609925964,1.609008779,1.608091602,1.607174433,1.191473842,0.777473987,0.36516791,-0.045451318,-0.4543906,-0.861656808,-1.267256787,-1.670309779,-2.071717402,-2.471486373,-2.471486373,-2.471486373,-2.471486373,-2.353900687,-2.242366505,-2.590530631,-1.797894726,-1.47108783,-1.924196504,-1.340215998,-1.113728557,-0.747381369,-0.515548853,-0.931257702,0.141031982,0.328971396,-0.649162154,-1.146183855,-0.857458552,-1.610997618,-2.002384047,-2.52924421,-2.920865868,-2.79559322,-4.1086229,-1.907204468,0.344752848,1.378449542,2.415139136,3.432485224,4.476351621,5.475901834,6.220694677,6.980448363,7.759201701,6.142616247,4.546497071,4.505173165,4.177817078,4.235678542,4.203213199,4.22236476,4.994432083,5.077441324,4.74147164,4.705686578,4.462230587,5.141190123,5.399595339,4.98911961,4.880918264,4.65629302,4.012210036,3.756334573,4.021273091,3.920524667,3.782227745,2.40907779,1.831053595,1.479163196,1.396639631,1.008992323,0.736422352,0.357450428,0.055142033,-0.512042675,-1.624161854,-2.841514115,-3.68525654,-3.421647663,-3.395855974,-2.666081331,-2.396364221,-2.736958851,-3.134980717,-2.886859116,-1.541764633,0.375372132,1.797760511,2.131928679,2.573286086,2.273307098,2.64463307,3.908943837,5.159711793,4.572260649,4.239580501,3.904218684
Russia,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.104254493,0.157028202,0.209829733,0.2626591,0.315516318,0.368401402,0.421314366,0.474255225,0.527223994,0.580220688,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.633245321,0.174413355,1.689273122,1.231772366,0.434712163,0.329951117,-0.609481722,0.230934802,1.428473616,2.674035302,1.816501881,3.210174285,1.437146685,2.098914572,3.456371594,3.274502152,4.441927885,4.364616487,2.333106926,2.049696873,1.596821898,0.166116735,-0.064013873,0.555837123,0.3366508,1.209451726,0.164310427,0.107010106,1.323522664,-0.152673296,1.364451571,0.634048794,-0.269327121,-5.87796748,-7.611279865,-8.171778046,-8.25732745,-7.597014455,-6.742689585,-4.068763693,-2.188387092,0.121287099,1.847188848,7.509362211,9.24243539,9.681522016,10.75610771,8.947391918,7.81581717,6.223801143,5.283724729,4.758499448,5.16622443,4.608916172,4.903686539,3.998189805,3.707792584,3.672603653,3.095047232,2.00041114,0.452340342,-0.395382888,-0.139672875,1.114922401,1.606518706,2.858158883,2.92333857,3.589376868,4.051140012,4.567731833,5.443062164,6.424905289,5.33758156,4.631431296,3.412131075,3.336629287,3.860144216,3.494482402,2.837372665,3.634755229,3.412426828,3.023319027,3.332491672,3.252450345,3.598929414,3.518066573,3.295592083,3.144934562,4.279026207,3.380561642,2.891903438,2.920264171,2.754335546,2.458891979,2.300409096,1.591490377,1.456111006,1.684413922,1.216983493,1.057164551,1.123815427,1.071759093,0.970748269,0.939989353,1.172459624,0.928991613,0.359666665,-1.386338579,-2.524295372,-3.895348225,-4.320542154,-4.979542187,-4.893269435,-5.537041742,-5.033663277,-3.805212606,-2.759163663,-0.705995205,0.969347073,3.125140109,4.258789173,5.496608033,6.228579625,7.33790013,5.785657061,5.183759937,5.087722076
Rwanda,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.111888046,0.467319012,0.568865443,0.73515294,1.068764289,1.156709614,1.299981798,1.43087124,1.468122829,1.78489454,1.837229851,0.974548003,1.93389521,0.455064885,-1.386606606,-1.060712496,-0.82126129,-0.556509124,-0.209526791,0.209840946,0.888175108,1.204025117,-0.115962585,1.187325707,2.912174953,3.920917546,2.994526438,2.748076057,2.952109351,2.783975552,2.879285381,3.367004381,4.087311162,4.320635288,3.396272815,2.137594557,2.933336886,2.382665218,1.102643952,0.427327468,-0.731648648,-1.725147184,-1.774312186,-3.069441556,-7.576019018,-3.794692392,-3.394633659,-3.563379954,-2.070573663,-1.478065361,-0.771656067,0.36159462,0.640394126,1.594468989,7.466597716,3.410012987,3.424526323,4.331630996,4.516490907,4.396510693,4.506790825,4.669357605
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0.04679229,0.093606476,0.140442566,0.187300573,0.234180505,0.281082374,0.328006189,0.374951961,0.4219197,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.493882684,0.51886216,0.543847845,0.56883974,0.593837848,0.618842169,0.643852705,0.668869459,0.69389243,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,0.718921622,-0.34351647,0.896438731,2.025342606,1.832158986,2.149942341,1.274612448,,,,,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.714199776,0.76764531,0.821119206,0.874621478,0.928152142,0.981711213,1.035298706,1.088914636,1.142559018,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.196231868,1.795658017,2.190294912,2.47548846,2.901943887,3.058031998,3.581592105,4.13857515,4.817741229,5.683338505,6.453952073,5.874395336,5.223377602,4.755305739,5.290249315,5.729621604,6.326093718,6.614219257,6.807112626,6.641122822,5.985345122,5.798956903,6.16141992,6.742987828,6.024189496,5.52179048,4.797409972,4.397250957,3.372440804,2.795611411,2.859951711,2.939790183,2.679703067,2.086602924,2.33145544,2.460245955,2.212272275,1.938865036,2.16584091,1.296106711,0.806495735,0.353937706
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0.03136632,0.062742479,0.094128479,0.125524324,0.156930017,0.18834556,0.219770958,0.251206212,0.282651326,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.314106304,0.685613786,1.058497124,1.432761414,1.80841177,2.185453325,2.563891232,2.943730662,3.324976805,3.707634871,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.091710089,4.066918065,3.811666138,3.450214847,3.505348951,3.415862562,4.645184901,5.000925583,5.182957815,4.884576084,3.709171145,3.436507334,3.441225358,3.81211072,3.885656454,4.153646421,3.951131752,3.280489928,3.882579351,4.324741157,5.227325292,5.020945408,5.459397015,4.933355879,4.459903316,3.876907306,3.037508392,2.820267512,2.181651083,1.772943164,1.499311801,0.916721933,0.514561844,0.918184563,1.248316468,1.684180399,1.915116174,2.144942135,2.055409506,1.89345976,1.996540916,2.748359841
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.690656312,0.720538902,0.75043036,0.780330689,0.810239892,0.840157971,0.870084929,0.900020769,0.929965493,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,0.959919103,1.201149943,1.442957174,1.685342172,1.928306317,2.171850995,2.415977592,2.660687498,2.905982107,3.151862816,3.398331026,3.358457913,3.254781176,2.128761144,2.04538814,1.68753287,1.243851008,-0.199084499,-0.002590432,-0.155948327,0.427452508,0.316500088,2.295256559,1.758129655,0.456828675,-0.425906436,0.559291898,1.85201462,2.35631187,2.412230765,1.591902137,1.927265921,0.116580858,1.780036858,3.351403358,4.820136321,4.477348544,4.655264173,4.905535076,4.816587507,5.123648089,4.567077553,4.840504875,4.415296336,3.51982717,3.036227995,2.547809976,3.421391998,2.587250403,2.823282213,2.537887203,2.56377411,2.248153757,2.560619875,3.494351658,3.659478187,4.137946087,3.162112669,2.63276728,2.00443189,1.62597119,1.64841955
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
